area,rooms,location,age,price
2181,1,Aligarh,26,4446000.0
1804,3,Pune,24,8379000.0
2152,5,Chennai,13,12522000.0
1274,6,Rural,10,2387000.0
2812,3,Visakhapatnam,0,14714000.0
2445,3,Ahmedabad,5,11239000.0
925,1,Chennai,0,5510000.0
1101,4,Kochi,6,6989000.0
1119,2,Jaipur,2,4457000.0
2240,2,Mumbai,1,22699000.0
964,3,Delhi,19,6838000.0
1584,4,Coimbatore,4,9102000.0
2095,3,Chennai,6,12163000.0
1756,3,Guntur,35,4024000.0
1968,4,Madurai,2,7994000.0
1107,4,Aligarh,9,3660000.0
2186,5,Guwahati,43,4955000.0
1401,3,Jaipur,50,2840000.0
1588,4,Srinagar,0,6427000.0
1954,5,Kochi,1,11253000.0
1867,5,Surat,32,7819000.0
1815,3,Surat,26,7437000.0
1312,3,Nashik,3,5440000.0
1605,5,Gurgaon,20,9947000.0
1801,3,Bhubaneswar,12,7741000.0
906,4,Hyderabad,5,6065000.0
1499,5,Gurgaon,2,12851000.0
2051,4,Nashik,5,9016000.0
969,4,Shimla,10,4167000.0
2551,2,Vijayawada,4,11550000.0
2625,2,Gurgaon,17,20634000.0
990,4,Chandigarh,7,6659000.0
2682,4,Chennai,3,15890000.0
1706,2,Ludhiana,27,5261000.0
2072,1,Gurgaon,5,17778000.0
1477,3,Warangal,0,5254000.0
2399,4,Gurgaon,18,18346000.0
2063,3,Nashik,1,8731000.0
1270,1,Agra,33,3103000.0
1042,2,Indore,0,5311000.0
850,4,Mumbai,6,9092000.0
1922,3,Ahmedabad,13,7812000.0
2172,2,Varanasi,1,9959000.0
2223,2,Noida,23,13720000.0
1723,5,Delhi,21,11861000.0
1047,3,Mangalore,23,3390000.0
1356,3,Vadodara,4,6514000.0
2549,2,Delhi,1,23668000.0
1484,3,Delhi,19,11025000.0
1893,4,Bangalore,25,11020000.0
1100,2,Rural,4,1865000.0
2018,5,Kolkata,10,8884000.0
1502,4,Madurai,17,5150000.0
2480,4,Hyderabad,16,13847000.0
2302,3,Chennai,2,11283000.0
1477,3,Mumbai,6,14107000.0
1717,4,Vijayawada,0,7559000.0
1441,2,Rural,10,2084000.0
877,2,Noida,2,7438000.0
1242,3,Pune,31,5112000.0
1928,3,Hyderabad,3,12438000.0
2011,2,Chennai,7,10720000.0
1896,3,Noida,3,13481000.0
1603,3,Jamshedpur,8,6443000.0
2406,5,Varanasi,4,10582000.0
1841,4,Surat,11,9411000.0
2257,2,Noida,26,12089000.0
647,4,Surat,19,3692000.0
500,6,Nagpur,5,3634000.0
1984,4,Bhopal,2,9594000.0
873,4,Visakhapatnam,10,5110000.0
1661,3,Visakhapatnam,0,8705000.0
1603,6,Pune,10,10309000.0
2831,2,Kochi,7,15171000.0
2059,4,Gurgaon,5,17680000.0
1907,3,Vadodara,2,9601000.0
2344,3,Indore,16,10386000.0
2039,3,Pune,40,6887000.0
1502,3,Nashik,2,6505000.0
2496,4,Mumbai,5,24478000.0
1078,5,Jaipur,3,4198000.0
2010,3,Bhubaneswar,50,4448000.0
794,4,Jodhpur,42,1558000.0
1932,4,Tiruchi,2,7251000.0
1925,2,Vadodara,3,10160000.0
2889,6,Kochi,1,17856000.0
782,2,Agra,11,3052000.0
1409,5,Shimla,6,6991000.0
2334,6,Bhopal,31,7032000.0
2017,2,Srinagar,4,8036000.0
1917,5,Jaipur,7,7299000.0
1178,4,Jaipur,17,3978000.0
1415,4,Delhi,3,14339000.0
2609,2,Kolkata,0,12774000.0
1766,4,Indore,8,7633000.0
2043,4,Agra,9,7985000.0
1725,3,Coimbatore,15,8171000.0
1030,3,Rajkot,10,3377000.0
2406,4,Lucknow,17,9399000.0
2127,3,Surat,28,7861000.0
3298,5,Kochi,15,16248000.0
1139,3,Bhopal,19,3990000.0
2334,5,Gurgaon,2,19223000.0
947,1,Bhopal,2,3740000.0
1902,5,Noida,5,14695000.0
2434,5,Bhopal,1,11358000.0
500,2,Gurgaon,9,4378000.0
1666,4,Hyderabad,10,10140000.0
1433,3,Pune,4,7517000.0
1343,3,Hyderabad,50,4834000.0
2050,2,Hyderabad,18,11082000.0
2528,2,Ludhiana,17,9031000.0
1713,6,Pondicherry,12,6319000.0
1933,3,Udaipur,3,6912000.0
1874,1,Jamshedpur,2,6804000.0
1801,3,Coimbatore,2,9734000.0
1091,6,Lucknow,18,4733000.0
2520,3,Bangalore,5,22295000.0
1991,2,Pune,2,12304000.0
2056,4,Guntur,28,5724000.0
1275,5,Jaipur,20,4034000.0
1501,5,Vadodara,0,7875000.0
1685,4,Bhopal,3,7866000.0
802,2,Pune,6,5575000.0
702,4,Amritsar,2,3239000.0
1409,4,Bangalore,7,9890000.0
2139,4,Kolkata,9,10835000.0
1375,3,Nagpur,8,5877000.0
1137,3,Kochi,8,6678000.0
1270,2,Jamshedpur,22,3591000.0
1504,4,Salem,0,5277000.0
1569,4,Chennai,0,10000000.0
3207,2,Mumbai,24,23509000.0
2485,1,Jaipur,18,6835000.0
2466,6,Mysore,16,9209000.0
2559,1,Jamshedpur,3,9136000.0
1150,4,Surat,1,6879000.0
1005,3,Lucknow,3,5588000.0
1080,4,Noida,30,5319000.0
2667,2,Pune,4,14012000.0
1444,4,Gurgaon,10,12904000.0
986,4,Pune,9,5788000.0
1519,5,Delhi,0,15267000.0
1644,3,Udaipur,18,4967000.0
1974,4,Chennai,5,10668000.0
1963,3,Bangalore,0,14843000.0
1261,6,Indore,2,7331000.0
2245,3,Chennai,6,11945000.0
1384,4,Noida,22,8571000.0
1698,2,Bareilly,5,5722000.0
2246,3,Pune,11,13232000.0
1382,2,Ahmedabad,8,6366000.0
1429,2,Surat,5,8286000.0
2184,3,Chandigarh,1,17327000.0
1242,3,Bangalore,24,7038000.0
1549,3,Srinagar,28,4725000.0
2161,3,Kochi,2,12694000.0
3135,2,Chennai,0,18033000.0
2193,3,Raipur,49,4461000.0
2107,5,Noida,8,16528000.0
2145,5,Jaipur,3,7409000.0
1102,3,Amritsar,1,4725000.0
1875,4,Bangalore,11,15775000.0
1780,4,Patna,13,6723000.0
2009,1,Delhi,23,12743000.0
1875,4,Hyderabad,1,12550000.0
2046,4,Chennai,45,6518000.0
1597,3,Nashik,19,6646000.0
1838,3,Nashik,33,5086000.0
1001,3,Rural,1,1910000.0
1592,3,Coimbatore,21,7098000.0
2704,4,Mysore,13,10957000.0
2007,4,Lucknow,2,11251000.0
1786,2,Visakhapatnam,20,7786000.0
3032,3,Delhi,16,23245000.0
915,3,Guwahati,11,3239000.0
1078,3,Visakhapatnam,50,2862000.0
2913,2,Ludhiana,11,12445000.0
1829,2,Pune,11,11179000.0
1642,2,Noida,11,9274000.0
1020,3,Chennai,9,5360000.0
2091,3,Varanasi,37,5689000.0
2153,4,Rural,27,2354000.0
1088,6,Pune,15,6531000.0
1708,5,Bangalore,21,11516000.0
1581,4,Gurgaon,6,13914000.0
1966,4,Indore,42,4931000.0
1072,3,Madurai,13,3949000.0
2613,3,Indore,35,7227000.0
2395,3,Suburban,8,7010000.0
1563,2,Jamshedpur,0,6837000.0
1659,3,Pune,2,10106000.0
1711,1,Ahmedabad,14,6212000.0
1294,2,Guwahati,8,5092000.0
1511,4,Pondicherry,19,5162000.0
1624,3,Coimbatore,4,8767000.0
2848,3,Lucknow,32,9335000.0
2415,4,Hyderabad,0,17065000.0
2407,1,Chennai,24,10159000.0
2040,1,Varanasi,11,7154000.0
1073,2,Delhi,21,7945000.0
1773,4,Bhopal,13,7179000.0
2430,2,Chennai,23,11036000.0
982,5,Chennai,7,6105000.0
2213,3,Chandigarh,9,16326000.0
3309,3,Lucknow,0,18550000.0
2490,2,Visakhapatnam,17,10327000.0
2719,3,Hyderabad,1,17798000.0
1941,5,Gurgaon,11,16253000.0
2429,3,Hyderabad,7,16838000.0
1333,3,Surat,42,4168000.0
2317,3,Pune,4,14517000.0
2225,5,Pondicherry,15,8624000.0
1988,3,Delhi,18,15330000.0
2655,4,Nagpur,47,5886000.0
1449,3,Varanasi,2,5926000.0
1678,4,Mangalore,18,5867000.0
1862,5,Chennai,5,10578000.0
1130,3,Nashik,5,5613000.0
1947,5,Varanasi,9,9692000.0
682,4,Nagpur,5,3824000.0
2480,6,Vijayawada,9,10803000.0
1830,4,Lucknow,8,8824000.0
1461,4,Rajkot,1,6539000.0
1257,4,Pune,0,9112000.0
1647,1,Aligarh,0,5051000.0
2247,3,Bhopal,14,8651000.0
2156,2,Jamshedpur,14,6141000.0
1341,2,Ahmedabad,4,6458000.0
1250,5,Chandigarh,2,9728000.0
2226,2,Hyderabad,14,11373000.0
1330,3,Tiruchi,2,4479000.0
1838,3,Ranchi,19,5416000.0
1880,4,Hyderabad,8,12440000.0
2002,4,Chennai,0,13422000.0
2357,4,Coimbatore,5,12500000.0
979,4,Bangalore,30,5125000.0
557,3,Vadodara,12,2684000.0
1431,6,Kolkata,23,6247000.0
2970,2,Ludhiana,16,9218000.0
3114,3,Delhi,14,24330000.0
2990,4,Hyderabad,0,21348000.0
1674,2,Surat,9,9735000.0
641,4,Madurai,5,3178000.0
500,3,Vadodara,9,2865000.0
1400,2,Jaipur,5,4920000.0
1671,3,Vadodara,43,4727000.0
2645,4,Kolkata,32,7301000.0
2364,2,Salem,25,5990000.0
1947,3,Hyderabad,2,15060000.0
1221,4,Bhopal,14,5057000.0
1175,4,Lucknow,22,4710000.0
1965,3,Gurgaon,11,18114000.0
2253,3,Indore,18,9358000.0
2054,5,Bangalore,9,17352000.0
1127,2,Chandigarh,7,8064000.0
2222,6,Ranchi,13,6819000.0
2076,3,Hyderabad,4,13496000.0
1104,3,Nagpur,26,4175000.0
1290,1,Bhubaneswar,4,4730000.0
2247,2,Guwahati,0,6999000.0
1647,4,Hyderabad,14,10580000.0
2832,4,Jamshedpur,29,8863000.0
2125,2,Jodhpur,5,7247000.0
1483,5,Coimbatore,3,8331000.0
1793,4,Chandigarh,7,11917000.0
1841,3,Delhi,23,13142000.0
1326,3,Mumbai,11,13489000.0
1206,2,Vadodara,9,5950000.0
2255,4,Gurgaon,36,12143000.0
2349,4,Kolkata,8,10017000.0
2192,3,Bangalore,2,17490000.0
2784,4,Warangal,4,8622000.0
1447,6,Pune,7,8862000.0
2888,4,Visakhapatnam,6,16289000.0
1214,4,Mumbai,6,12594000.0
1141,3,Visakhapatnam,5,5797000.0
656,1,Visakhapatnam,35,1962000.0
1510,6,Ranchi,0,6004000.0
1472,4,Vadodara,11,6887000.0
2141,4,Mumbai,17,17732000.0
1958,1,Salem,9,6114000.0
1024,4,Bangalore,23,6545000.0
1544,4,Chennai,38,5020000.0
1558,3,Srinagar,2,7196000.0
645,4,Madurai,5,3149000.0
1162,5,Jamshedpur,5,5296000.0
1298,1,Noida,28,6479000.0
2731,2,Noida,15,16361000.0
1924,5,Vadodara,21,7425000.0
2230,1,Kolkata,27,7385000.0
825,5,Pune,0,6342000.0
2576,1,Hyderabad,4,15193000.0
2645,4,Noida,2,21932000.0
501,5,Mangalore,50,1651000.0
1341,4,Hubli,5,4400000.0
2122,4,Mangalore,10,9592000.0
2218,2,Pune,1,14735000.0
1358,2,Vadodara,9,6683000.0
1601,5,Visakhapatnam,17,6513000.0
1411,4,Lucknow,13,6764000.0
1871,2,Nagpur,9,9833000.0
2578,4,Bangalore,2,21962000.0
1298,3,Ranchi,13,4542000.0
2450,3,Hyderabad,0,15679000.0
1291,2,Dehradun,1,6219000.0
1249,3,Delhi,4,10503000.0
2332,3,Noida,3,17399000.0
2399,4,Pune,3,13759000.0
2353,4,Hyderabad,5,14103000.0
944,3,Nashik,0,4033000.0
1497,1,Udaipur,6,4711000.0
2334,2,Bhubaneswar,12,8238000.0
1827,2,Ahmedabad,11,6812000.0
1102,5,Bhopal,0,5841000.0
2097,5,Ahmedabad,5,9671000.0
1335,4,Bangalore,7,10163000.0
2966,2,Bangalore,1,22519000.0
2804,4,Hyderabad,11,17205000.0
2192,2,Visakhapatnam,15,9580000.0
2684,3,Hyderabad,0,18491000.0
1842,4,Vadodara,21,7438000.0
2297,2,Mumbai,11,20780000.0
2760,3,Jamshedpur,0,11460000.0
1959,3,Chennai,13,10852000.0
1634,3,Nagpur,20,5955000.0
691,3,Gurgaon,25,5402000.0
1745,4,Coimbatore,8,8975000.0
2335,3,Pune,5,13507000.0
2414,3,Bhopal,5,10630000.0
2127,5,Udaipur,0,8346000.0
1448,6,Vadodara,3,8065000.0
515,4,Chandigarh,2,4908000.0
1478,3,Kochi,11,8740000.0
1602,5,Noida,2,12520000.0
1596,4,Chennai,14,8167000.0
2202,2,Noida,12,12754000.0
3090,1,Chandigarh,7,24283000.0
1880,4,Nashik,0,8877000.0
1659,4,Jaipur,5,6098000.0
1631,5,Noida,1,14127000.0
1880,4,Ludhiana,19,7182000.0
1261,4,Bhubaneswar,23,4106000.0
1878,2,Shimla,0,10102000.0
2093,3,Bhopal,7,8704000.0
1936,3,Lucknow,16,7925000.0
2097,2,Visakhapatnam,4,10273000.0
2081,4,Mumbai,9,20677000.0
648,2,Nagpur,21,2543000.0
2213,4,Ahmedabad,6,9367000.0
1363,4,Surat,1,7906000.0
1087,3,Ahmedabad,30,3380000.0
1082,3,Pune,5,6311000.0
2081,2,Chennai,5,11139000.0
1655,1,Jamshedpur,11,5704000.0
706,1,Gurgaon,21,4076000.0
2110,2,Jamshedpur,41,4174000.0
864,5,Srinagar,12,3370000.0
1890,3,Mumbai,5,18625000.0
1955,2,Guntur,6,6318000.0
2375,5,Bangalore,13,17328000.0
2958,3,Kochi,41,8590000.0
912,1,Tiruchi,49,1724000.0
1765,4,Hyderabad,13,10545000.0
1620,3,Pune,5,10135000.0
2081,3,Chennai,6,12454000.0
1940,4,Mysore,33,4835000.0
1570,2,Shimla,15,6207000.0
1513,5,Ranchi,4,6005000.0
1074,3,Indore,8,5452000.0
2442,4,Ranchi,7,9964000.0
2098,5,Kolkata,22,7138000.0
2396,3,Bhopal,0,9951000.0
1598,4,Chandigarh,15,10497000.0
1373,6,Ahmedabad,2,5839000.0
1099,5,Jodhpur,4,4244000.0
2033,4,Jamshedpur,13,7679000.0
1124,3,Srinagar,19,3757000.0
3001,3,Bhopal,15,12172000.0
950,3,Gurgaon,3,9197000.0
1977,4,Agra,8,7288000.0
2818,2,Pune,4,15101000.0
2189,5,Chennai,7,11513000.0
1914,1,Salem,11,5922000.0
1170,2,Coimbatore,0,7732000.0
901,3,Rajkot,37,2345000.0
2300,3,Lucknow,9,10330000.0
2778,3,Mumbai,7,27411000.0
1514,3,Surat,7,8763000.0
1059,3,Coimbatore,21,4508000.0
500,3,Bangalore,1,5323000.0
1162,3,Pune,28,4771000.0
1726,3,Bangalore,3,14099000.0
2839,4,Udaipur,14,9273000.0
2237,3,Mumbai,9,22837000.0
1998,3,Amritsar,17,6079000.0
1539,3,Chandigarh,1,12132000.0
1420,1,Mumbai,20,11816000.0
2713,2,Lucknow,12,13147000.0
1930,4,Aligarh,18,5694000.0
500,3,Lucknow,8,2648000.0
1362,2,Kolkata,21,5212000.0
1242,3,Hubli,18,3393000.0
1444,3,Delhi,2,14319000.0
2165,2,Amritsar,40,4457000.0
1730,3,Chennai,42,5556000.0
1750,2,Varanasi,48,4133000.0
2653,3,Hyderabad,1,19486000.0
1347,3,Delhi,16,10650000.0
3011,4,Nashik,12,12321000.0
1363,5,Noida,44,5846000.0
1857,2,Suburban,11,4603000.0
1617,3,Nagpur,13,8181000.0
1880,3,Delhi,0,17938000.0
2088,3,Hyderabad,4,13111000.0
2081,4,Ranchi,11,8000000.0
1310,3,Delhi,4,11107000.0
1070,4,Coimbatore,6,5857000.0
3427,2,Mumbai,23,24780000.0
1485,2,Rajkot,41,3100000.0
2254,4,Hyderabad,47,7983000.0
755,3,Pune,8,4948000.0
1618,3,Kolkata,7,7560000.0
1717,5,Mumbai,6,16922000.0
2107,4,Surat,0,12817000.0
500,4,Aligarh,11,2085000.0
1907,2,Madurai,0,7941000.0
1052,2,Salem,29,2701000.0
2010,3,Bangalore,4,16380000.0
1126,4,Chennai,8,6976000.0
1243,3,Gurgaon,28,7707000.0
1622,2,Jamshedpur,14,5574000.0
1115,4,Rural,1,2202000.0
1490,4,Vijayawada,14,6327000.0
1024,5,Vadodara,10,5949000.0
608,3,Vadodara,18,2782000.0
2461,3,Raipur,1,8900000.0
957,5,Pune,38,3549000.0
1683,4,Guwahati,0,6412000.0
2289,2,Jamshedpur,7,7961000.0
1400,3,Delhi,14,10970000.0
1263,1,Mumbai,15,11084000.0
1947,2,Hyderabad,3,12873000.0
2526,2,Visakhapatnam,12,11499000.0
1039,2,Salem,0,4273000.0
1702,3,Bangalore,5,13104000.0
673,3,Bhopal,32,2329000.0
1544,2,Vadodara,7,6835000.0
1822,3,Hyderabad,23,9437000.0
1244,4,Chennai,1,8460000.0
1502,2,Coimbatore,7,7994000.0
884,5,Gurgaon,11,8883000.0
1850,4,Hyderabad,4,11507000.0
2486,3,Chandigarh,46,8123000.0
1086,3,Bangalore,8,9606000.0
1395,3,Vadodara,3,6880000.0
2126,3,Hyderabad,13,12262000.0
2587,2,Jamshedpur,22,7995000.0
829,2,Coimbatore,4,4778000.0
1690,3,Delhi,7,15320000.0
1984,4,Chennai,35,6380000.0
1733,3,Chandigarh,1,14034000.0
500,4,Noida,2,4673000.0
2125,3,Mysore,50,4456000.0
2787,4,Ludhiana,6,12492000.0
1875,3,Udaipur,9,6238000.0
1129,3,Coimbatore,8,5883000.0
1466,3,Jaipur,11,4530000.0
2950,3,Mumbai,7,30306000.0
2391,2,Pune,5,13092000.0
2216,3,Chennai,5,12512000.0
2031,3,Bangalore,11,15923000.0
1370,4,Surat,6,7679000.0
1669,3,Ludhiana,6,7316000.0
1749,4,Delhi,4,17378000.0
2157,2,Gurgaon,20,15330000.0
2780,1,Mumbai,2,30598000.0
2526,3,Jamshedpur,11,8732000.0
877,3,Indore,42,2239000.0
1945,4,Nashik,2,9053000.0
2278,3,Bhopal,6,10717000.0
2202,1,Vijayawada,15,7576000.0
1390,4,Pondicherry,6,6396000.0
3694,5,Nagpur,0,18560000.0
969,3,Lucknow,14,4738000.0
1095,4,Suburban,15,3103000.0
1951,3,Pune,16,9948000.0
3175,3,Ludhiana,8,12061000.0
1256,5,Ludhiana,4,6874000.0
1627,4,Salem,18,5202000.0
2500,4,Bangalore,3,22389000.0
1788,2,Tiruchi,2,6673000.0
1582,2,Jodhpur,3,6751000.0
2167,4,Bangalore,3,16828000.0
1977,3,Pune,5,11507000.0
2469,4,Kolkata,50,6706000.0
2639,2,Nashik,1,10629000.0
1999,3,Srinagar,6,7733000.0
1989,3,Jamshedpur,29,5600000.0
1939,5,Visakhapatnam,0,10291000.0
2117,2,Hyderabad,29,8858000.0
1835,3,Mumbai,1,17576000.0
1799,2,Kolkata,7,8419000.0
2577,3,Bhopal,2,12021000.0
2785,5,Gurgaon,13,21763000.0
820,4,Vijayawada,49,2340000.0
1806,4,Guwahati,18,6648000.0
1352,2,Pune,16,6549000.0
1597,3,Visakhapatnam,7,8886000.0
2061,4,Mysore,10,9356000.0
2235,4,Ranchi,9,8844000.0
1727,6,Chandigarh,5,12837000.0
556,3,Patna,41,1474000.0
1172,1,Jamshedpur,25,3392000.0
2382,5,Ahmedabad,26,7718000.0
500,6,Gurgaon,3,6167000.0
2571,5,Hyderabad,16,14006000.0
2138,4,Noida,9,16059000.0
2655,2,Gurgaon,10,22111000.0
1670,2,Ludhiana,2,7422000.0
500,4,Ahmedabad,7,2807000.0
2079,2,Chandigarh,8,14652000.0
2628,6,Bangalore,13,19907000.0
2401,3,Jamshedpur,11,9013000.0
1369,1,Mumbai,3,12526000.0
1856,2,Srinagar,0,9305000.0
1453,3,Pune,22,6736000.0
1267,4,Suburban,11,3496000.0
2421,4,Suburban,9,6629000.0
1021,2,Rural,2,1957000.0
1219,4,Mumbai,36,7139000.0
1082,1,Pune,14,5514000.0
831,2,Nagpur,13,3848000.0
1895,3,Jamshedpur,5,7828000.0
2554,4,Guwahati,8,10167000.0
1679,5,Hyderabad,17,9426000.0
821,3,Vijayawada,5,4151000.0
2345,2,Madurai,35,5688000.0
2895,5,Ahmedabad,5,13343000.0
1379,3,Mumbai,5,13597000.0
1488,3,Patna,7,7107000.0
2135,5,Pune,10,12855000.0
2854,3,Gurgaon,6,22942000.0
1462,3,Vijayawada,2,7327000.0
933,3,Visakhapatnam,6,4244000.0
2210,4,Bangalore,11,16798000.0
2319,5,Suburban,0,6355000.0
1803,2,Jaipur,27,3977000.0
1437,3,Vadodara,9,6706000.0
2446,5,Ludhiana,9,12085000.0
2143,1,Nagpur,13,8834000.0
1300,2,Vadodara,4,6963000.0
1831,3,Chennai,4,10098000.0
921,4,Salem,3,3501000.0
2245,4,Indore,22,9348000.0
1629,2,Hyderabad,11,9543000.0
1516,2,Shimla,0,7581000.0
1778,4,Hyderabad,4,11718000.0
1826,2,Vijayawada,1,8214000.0
2381,3,Nagpur,1,12157000.0
2184,4,Mumbai,11,22830000.0
1698,2,Bangalore,0,15264000.0
2296,4,Tiruchi,32,5837000.0
2060,3,Bangalore,15,14740000.0
1522,3,Vadodara,24,6312000.0
1718,2,Jaipur,50,3690000.0
1703,4,Bhubaneswar,4,8245000.0
2128,5,Bhubaneswar,16,9162000.0
1561,4,Bhubaneswar,11,6183000.0
1546,3,Pune,34,6361000.0
3079,4,Varanasi,15,11672000.0
2410,3,Bangalore,9,15477000.0
1305,5,Delhi,0,14158000.0
2171,3,Noida,5,16328000.0
1876,2,Vadodara,3,9956000.0
2054,2,Jaipur,2,7784000.0
1889,3,Ahmedabad,6,8910000.0
2573,3,Delhi,8,20802000.0
2024,2,Pune,6,10592000.0
1759,1,Bhopal,3,8161000.0
2477,3,Nashik,14,9684000.0
1951,3,Patna,4,9140000.0
1878,3,Gurgaon,8,16351000.0
2004,3,Chennai,21,8856000.0
1739,4,Rajkot,6,6644000.0
1805,6,Nashik,50,4416000.0
1418,3,Kolkata,5,6621000.0
1311,5,Jodhpur,5,4534000.0
1150,2,Pune,6,6436000.0
895,4,Gurgaon,5,8082000.0
1228,4,Chennai,13,7010000.0
1686,2,Visakhapatnam,17,6868000.0
1867,4,Indore,3,10412000.0
1623,5,Jamshedpur,1,6508000.0
500,5,Bangalore,12,4957000.0
2823,4,Chennai,2,14027000.0
2506,4,Kochi,10,15048000.0
2089,2,Delhi,10,13872000.0
3039,2,Jamshedpur,4,11171000.0
1164,3,Kolkata,13,4951000.0
3026,3,Bhopal,8,13188000.0
1172,3,Ranchi,0,4731000.0
1955,4,Chennai,11,10888000.0
972,3,Srinagar,4,4260000.0
1809,4,Ludhiana,10,8204000.0
2051,4,Pune,7,11908000.0
1699,4,Jamshedpur,15,6573000.0
2264,4,Delhi,1,23026000.0
1864,4,Surat,6,9956000.0
1460,4,Bangalore,5,11502000.0
1431,2,Nashik,12,5762000.0
2327,4,Ahmedabad,5,10653000.0
1375,1,Guwahati,1,5410000.0
2395,4,Indore,4,10505000.0
2594,2,Delhi,29,15725000.0
715,6,Bhopal,24,3045000.0
2536,4,Mumbai,0,25281000.0
3139,2,Ahmedabad,16,10112000.0
1963,3,Kolkata,6,9845000.0
2189,4,Suburban,10,6056000.0
2474,2,Chennai,7,12054000.0
1620,3,Nashik,16,6231000.0
1918,1,Chennai,4,10515000.0
945,4,Delhi,14,8043000.0
1890,2,Delhi,10,16361000.0
2123,3,Warangal,25,4860000.0
2135,3,Bangalore,7,18352000.0
2492,2,Mysore,7,10062000.0
1296,5,Coimbatore,1,8276000.0
1453,3,Chandigarh,0,10704000.0
3032,2,Rural,7,4537000.0
1702,4,Mangalore,9,6770000.0
1930,5,Chennai,1,13449000.0
1756,5,Bhopal,25,6007000.0
1265,3,Hyderabad,1,8082000.0
2855,3,Bhopal,11,11187000.0
1456,5,Bangalore,13,11671000.0
1067,2,Ludhiana,5,4532000.0
1507,4,Aligarh,1,5315000.0
500,2,Vadodara,6,2733000.0
1376,3,Bangalore,0,10984000.0
1170,6,Bhubaneswar,0,5838000.0
2201,3,Gurgaon,12,16539000.0
1362,3,Bangalore,8,9781000.0
2377,2,Visakhapatnam,0,11011000.0
2709,3,Mysore,11,11816000.0
2307,1,Kochi,2,13215000.0
1659,5,Warangal,11,5474000.0
1891,4,Nashik,19,6767000.0
808,2,Ludhiana,14,3339000.0
1713,3,Gurgaon,7,14848000.0
1240,4,Jaipur,0,4960000.0
2251,2,Kolkata,12,7353000.0
3472,2,Salem,40,6358000.0
2124,3,Visakhapatnam,1,11569000.0
505,2,Vadodara,1,2496000.0
1565,3,Jaipur,15,4577000.0
1879,6,Gurgaon,15,14644000.0
1856,3,Kolkata,17,7813000.0
1324,4,Hyderabad,41,4700000.0
1959,4,Hubli,1,7076000.0
992,2,Vadodara,5,5205000.0
1185,4,Jamshedpur,4,4734000.0
2219,2,Kochi,3,12151000.0
1139,5,Delhi,13,10549000.0
2149,2,Kochi,4,13300000.0
909,6,Mumbai,1,12345000.0
2947,4,Tiruchi,13,9439000.0
1296,2,Gurgaon,2,11495000.0
1654,2,Hyderabad,24,8349000.0
2014,2,Chennai,18,8813000.0
1432,2,Patna,15,6150000.0
1893,4,Pune,4,12262000.0
2173,3,Hyderabad,14,11887000.0
2424,4,Bhopal,12,10349000.0
2314,1,Bangalore,4,19301000.0
1688,2,Kochi,1,10381000.0
1704,4,Nashik,18,6349000.0
3326,4,Hyderabad,0,21644000.0
2417,3,Bhubaneswar,2,10348000.0
1200,2,Chandigarh,4,9886000.0
1864,3,Varanasi,1,7327000.0
1582,3,Chennai,2,8233000.0
1712,4,Chandigarh,0,14415000.0
1000,3,Kochi,40,2904000.0
1532,5,Ahmedabad,12,5749000.0
2977,3,Bhubaneswar,17,11259000.0
2176,2,Pune,5,12839000.0
500,2,Visakhapatnam,16,2381000.0
2590,3,Warangal,10,7399000.0
2508,4,Dehradun,17,9756000.0
1566,5,Jodhpur,17,5431000.0
2266,2,Hyderabad,12,12586000.0
1241,1,Amritsar,14,4057000.0
1494,5,Gurgaon,6,13939000.0
2774,2,Bangalore,9,17281000.0
1623,4,Madurai,2,6929000.0
584,3,Delhi,4,5720000.0
1758,3,Noida,10,14159000.0
1748,2,Vijayawada,4,8631000.0
2578,4,Nashik,7,11813000.0
1809,4,Surat,13,10308000.0
1525,3,Udaipur,45,3403000.0
2479,3,Srinagar,9,9107000.0
1878,4,Kochi,11,9842000.0
1312,3,Srinagar,0,5187000.0
2550,4,Udaipur,6,8521000.0
1925,2,Hyderabad,13,10501000.0
1801,5,Pune,2,11960000.0
1915,3,Jamshedpur,2,8271000.0
1104,2,Hyderabad,40,3641000.0
1457,1,Hyderabad,0,9201000.0
1802,4,Visakhapatnam,30,6427000.0
1673,2,Coimbatore,31,5543000.0
2627,6,Amritsar,14,9213000.0
1941,3,Jaipur,0,7898000.0
2355,4,Bhopal,8,9941000.0
1806,4,Mangalore,1,8052000.0
2486,3,Ranchi,0,9721000.0
2058,4,Visakhapatnam,16,9873000.0
1808,5,Mumbai,17,16397000.0
1791,3,Surat,1,11713000.0
1179,4,Delhi,10,8379000.0
2129,4,Suburban,34,4276000.0
1773,3,Rural,2,3251000.0
1473,3,Bangalore,13,10378000.0
2519,3,Lucknow,50,6777000.0
987,3,Vijayawada,6,3985000.0
1525,3,Bangalore,0,13339000.0
2468,6,Coimbatore,5,13547000.0
2005,3,Pune,33,7793000.0
1768,4,Kochi,6,10493000.0
1963,3,Pune,10,10458000.0
1916,3,Surat,0,11140000.0
814,2,Noida,17,5455000.0
1572,4,Noida,17,12090000.0
2850,4,Hyderabad,10,17921000.0
1371,3,Visakhapatnam,1,7355000.0
1593,3,Delhi,10,14616000.0
1447,5,Guntur,0,6161000.0
1743,1,Delhi,43,8155000.0
1420,5,Noida,11,10205000.0
